,id,tweet,tweet_cleaned,ypred,ypred_cat,pred
167,1247220192901390337t,"@BrennanSpiegel  There is a drug that seemed to minimize COVID-19 symptoms for three of us.  We were all exposed and were currently on a drug called Nuedexta.  Interestingly, our symptoms were the same; Fatique and minor sore throat.  Different application, but combination helped", brennanspiegel  there is a drug that seemed to minimize covid 19 symptoms for three of us   we were all exposed and were currently on a drug called nuedexta   interestingly  our symptoms were the same  fatique and minor sore throat   different application  but combination helped,3,3,secondary
168,1240435729911525376t,"*update* I did go to the doctor thanks to my best friend ❤️. It's probably not COVID-19 bcuz I have no fever, but told me to self quarantine until the test becomes available", update  i did go to the doctor thanks to my best friend  red heart   it is probably not covid 19 bcuz i have no fever  but told me to self quarantine until the test becomes available,2,2,primary
169,1313827318729760768t,"COVID negative, ""presumed flu"".  Feeling more at ease (although admittedly, given I'm getting through this, some part wished it was COVID and we would be ""done"" with it). ""Presumed flu"" still kicked my butt yesterday, with weird fever spikes to 102.",covid negative   presumed flu    feeling more at ease  although admittedly  given i am getting through this  some part wished it was covid and we would be  done  with it    presumed flu  still kicked my butt yesterday  with weird fever spikes to 102 ,2,2,primary
170,1267422287294316544t,#DLAR   Amazing story here. Was £4 1 year ago. Sales unaffected by COVID. False drop due to market weakness. Just secured another £100 million order. Leaders in polymer plastic bank notes and passport manufacturing. Back to 150p easy. Low MCAP compared to revenue &amp; Debt. #DLAR, dlar   amazing story here  was  4 1 year ago  sales unaffected by covid  false drop due to market weakness  just secured another  100 million order  leaders in polymer plastic bank notes and passport manufacturing  back to 150p easy  low mcap compared to revenue  amp  debt   dlar,0,0,non-reporting
171,1314020324162367488t,@Smilan317 @nanelvisfan I was going to say it looks like conjunctivitis from Covid. It lasts a long time., smilan317  nanelvisfan i was going to say it looks like conjunctivitis from covid  it lasts a long time ,0,0,non-reporting
172,1268859197573042176t,"I wish we will make it through 2020,  i will tell my kids exaggerating about my two day fever as corona and that i recovered within a couple of days with just Combi-flame and Desi Kaada.",i wish we will make it through 2020   i will tell my kids exaggerating about my two day fever as corona and that i recovered within a couple of days with just combi flame and desi kaada ,2,2,primary
173,1241114987558572032t,Symptoms of #coronavirus often start with a #fever and dry #cough  @techinsider V/@PawlowskiMario #COVID19 #Convid19 #Virus #COVID #CovidAwareness #VirusSymptoms #Covid19symptoms #VirusAwareness #CV19  @MargaretSiegien @ReedAbend @DrJDrooghaag @kuriharan    https://t.co/T5GRyniNOx,symptoms of  coronavirus often start with a  fever and dry  cough   techinsider v  pawlowskimario  covid19  convid19  virus  covid  covidawareness  virussymptoms  covid19symptoms  virusawareness  cv19   margaretsiegien  reedabend  drjdrooghaag  kuriharan    ,0,0,non-reporting
174,1237488393581473794t,"Corona virus might not be as deadly as HIV, Ebola and laser fever but man this disease shut down a whole country, affecting the transport sector, entertainment industry, Football......What can be more deadly than this? God save us.",corona virus might not be as deadly as hiv  ebola and laser fever but man this disease shut down a whole country  affecting the transport sector  entertainment industry  football      what can be more deadly than this  god save us ,0,0,non-reporting
175,1320379242836824067t,"‘If you are not prepared, the virus has found every weakness’: How countries in Asia tamed Covid-19  https://t.co/o3XQQoH1yY via @YahooNews", if you are not prepared  the virus has found every weakness   how countries in asia tamed covid 19   via  yahoonews,0,0,non-reporting
176,1252649303153291264t,#Kerala used it's experience of SARS management for COVID-19 outbreak. #Odisha using the experience of cyclone and flood disaster management for the same. #BiharHealthDept also faces flood and encephalitis (chamki fever) every year. Is Bihar leveraging these learnings?  #Covid_19, kerala used it is experience of sars management for covid 19 outbreak   odisha using the experience of cyclone and flood disaster management for the same   biharhealthdept also faces flood and encephalitis  chamki fever  every year  is bihar leveraging these learnings    covid 19,0,0,non-reporting
177,1239968460999766020t,"It's probably not COVID-19 tho, I have no fever or repiratory symptoms and this has been going on since even before COVID-19 was found in my city just so y'all know 😀",it is probably not covid 19 though  i have no fever or repiratory symptoms and this has been going on since even before covid 19 was found in my city just so you all know  grinning face ,2,2,primary
178,1297542377750630400t,can’t even cough w.o havin “corona” 😐 i’m killin myself lowkey 😭 bcuz i am not coughing 😭,cannot even cough w o havin  corona   neutral face  i am killin myself lowkey  loudly crying face  bcuz i am not coughing  loudly crying face ,0,0,non-reporting
179,1242172816188899329t,Coronavirus: Loss of smell and taste may be hidden symptom of COVID-19 - Business Insider  https://t.co/kKrLhPw1Ql,coronavirus  loss of smell and taste may be hidden symptom of covid 19   business insider  ,0,0,non-reporting
180,1259618289556361218t,"Major Muhammad Asghar laid his life in the line of duty at Torkham border in fight against COVID-19. He was evacuated to CMH Peshawar with breathing problems, was put on ventilator but succumbed to Corona Virus. There is no cause bigger than serving the Nation. Rest In peace Sir  https://t.co/ccrS6i2TaH",major muhammad asghar laid his life in the line of duty at torkham border in fight against covid 19  he was evacuated to cmh peshawar with breathing problems  was put on ventilator but succumbed to corona virus  there is no because bigger than serving the nation  rest in peace sir  ,1,1,third-party
181,1286317108725456896t,"#Uganda confirms its 1st COVID-19 death.  A 34 year old Ugandan female,resident of Namisindwa District who presented with COVID like signs and symptoms: fever,dry cough,headache and difficulty in breathing.  https://t.co/spuMrxOaCW", uganda confirms its 1st covid 19 death   a 34 year old ugandan female resident of namisindwa district who presented with covid like signs and symptoms  fever dry cough headache and difficulty in breathing   ,1,1,third-party
182,1243120525062418436t,"@GazRich88 Hahaha I just have my usual cough, but nothing covid-related haha", gazrich88 hahaha i just have my usual cough  but nothing covid related haha,2,2,primary
183,1296379430869168128t,@arlo_blink Don't worry. Climate change se sabko cold fever hona aam hai.  Abhi covid ka kuch mt socho. Mera b may month mein covid test hua tha and negative hi aaya tha.  Exam 12 days baad start hoga tb tk tum recover kr logi., arlo blink do not worry  climate change se sabko cold fever hona aam hai   abhi covid ka kuch mt socho  mera b may month mein covid test hua tha and negative hi aaya tha   exam 12 days baad start hoga tb tk tum recover kr logi ,3,3,secondary
184,1313783873176821760t,"@IanTwatter @barleybomb I've had to wear a mask many times (before Covid) *because* of a breathing problem.  I understand how psychologically wearing one can lead to breathing problems, hence the exemption.  But in themselves, masks don't reduce oxygen. Here's the proof   https://t.co/TtJhyPqBJj", iantwatter  barleybomb i have had to wear a mask many times  before covid   because  of a breathing problem   i understand how psychologically wearing one can lead to breathing problems  hence the exemption   but in themselves  masks do not reduce oxygen  here is the proof   ,0,0,non-reporting
185,1253194287329640449t,"@dumbassgenius If Dr 'inject' a minor chloraquine dose here, the patient is monitored  closely.  Consider how damaging Corona virus is to the body- Fevers, chills, lungs, organs, muscle pain, delirium, even loss of taste. With that list, how could they encourage people to just buy pills?", dumbassgenius if dr  inject  a minor chloraquine dose here  the patient is monitored  closely   consider how damaging corona virus is to the body  fevers  chills  lungs  organs  muscle pain  delirium  even loss of taste  with that list  how could they encourage people to just buy pills ,0,0,non-reporting
186,1308842663471468552t,"@AngelWarrior321 @CeeBeesHeart We haven't lost them, but we sure don't talk Politics with them anymore and we foregoing Thanksgiving with them this year because (cough cough) Covid. 😉", angelwarrior321  ceebeesheart we have not lost them  but we sure do not talk politics with them anymore and we foregoing thanksgiving with them this year because  cough cough  covid   winking face ,0,0,non-reporting
187,1238293415395115009t,"Which newscaster will be positive for corona virus first ?  I’m troubled every time I hear a cough, many of them were on the road for the Primaries lately....",which newscaster will be positive for corona virus first    i am troubled every time i hear a cough  many of them were on the road for the primaries lately    ,1,1,third-party
188,1270907818430943233t,"Left work because I could hardly breathe, chest x rays, 102 fever, a nebulozer, inhaler for months. I was not tested for Covid because Covid wasn’t a thing in America, by 6 months. Today, it’s $150.00 minimum fee in Va to be tested for antibodies regardless of insurance.  💯",left work because i could hardly breathe  chest x rays  102 fever  a nebulozer  inhaler for months  i was not tested for covid because covid was not a thing in america  by 6 months  today  it is  150 00 minimum fee in va to be tested for antibodies regardless of insurance    hundred points ,2,2,primary
189,1252117021640339458t,"BBC News - Coronavirus: Hay fever symptoms could mimic Covid-19, GPs warn  https://t.co/pwisu1Xq5T",bbc news   coronavirus  hay fever symptoms could mimic covid 19  gps warn  ,0,0,non-reporting
190,1244380881197756416t,"@MuellerSheWrote Goddamnit. You got me. Yeh. Average fever temp of Covid-19 is ~100, based on Lancet paper on Wuhan data, iirc", muellershewrote goddamnit  you got me  yeh  average fever temp of covid 19 is  100  based on lancet paper on wuhan data  iirc,0,0,non-reporting
191,1326550306063151106t,"@jkwan_md Why is no one speaking of the long haulers? The ones that still have serious issues months later. Or the children that had Covid, never really got sick, didn’t die, but months later are having breathing, heart or cognitive problems. Happening to enough of population, everyone", jkwan md why is no one speaking of the long haulers  the ones that still have serious issues months later  or the children that had covid  never really got sick  did not die  but months later are having breathing  heart or cognitive problems  happening to enough of population  everyone,0,0,non-reporting
192,1241126885427470336t,"To intensify  preventive measures the Nigerian Red Cross Kogi branch where our to educate the public on the outbreak of Lassa fever and the  dreaded COVID-19, otherwise known as coronavirus in  the state capital of kogi .  https://t.co/QDhupK4qH1",to intensify  preventive measures the nigerian red cross kogi branch where our to educate the public on the outbreak of lassa fever and the  dreaded covid 19  otherwise known as coronavirus in  the state capital of kogi    ,0,0,non-reporting
193,1290420862957453312t,"@o_rips His underlying fear is getting quarantined. He keeps saying he hates small places. That's what drove his behavior. He'd tested positive for covid and obviously had a very bad experience. This, combined with fentanyl probably made breathing exceptionally difficult.", o rips his underlying fear is getting quarantined  he keeps saying he hates small places  that is what drove his behavior  he would tested positive for covid and obviously had a very bad experience  this  combined with fentanyl probably made breathing exceptionally difficult ,1,1,third-party
194,1331053672197988352t,"Heads up for anyone that may get Covid, which I hope you don't. BUT if you find that your urine is bubbly, your kidneys are expelling proteins and nutrients. More specifically potassium. Eating right is VITAL FOR RECOVERY. Dizzy spells, muscle aches, chest pain, heart palpitation",heads up for anyone that may get covid  which i hope you do not  but if you find that your urine is bubbly  your kidneys are expelling proteins and nutrients  more specifically potassium  eating right is vital for recovery  dizzy spells  muscle aches  chest pain  heart palpitation,0,0,non-reporting
195,1240644777705537536t,"Chicken khane se Corona nahin hota Immunity badhta hai in fact  Also, chicken soup is wonderful for a sore throat.  Jao khao",chicken khane se corona nahin hota immunity badhta hai in fact  also  chicken soup is wonderful for a sore throat   jao khao,0,0,non-reporting
196,1290908162564923392t,@priyankacmsk Post covid fatigue and fever is a symptom and if u think someone u suffered it found a better solution than doctors advice ! Kudos :)  Doctors aren’t equipped to handle but Twitter is ?, priyankacmsk post covid fatigue and fever is a symptom and if you think someone you suffered it found a better solution than doctors advice   kudos     doctors are not equipped to handle but twitter is  ,0,0,non-reporting
197,1319604155460276229t,"God I feel like shit but it’s more anxiety and stress than covid, my head just feels all whoosy and my eyes ache",god i feel like shit but it is more anxiety and stress than covid  my head just feels all whoosy and my eyes ache,2,2,primary
198,1312832195166457859t,"So. Fri night I started to not feel really well. Slight cough, headache, sore throat, chills. Went to bed at 830p. Woke up at 330p. Of course 1st thing you think of is #Covid, but no high fever so prob just flu. Symptoms are very similar.",so  fri night i started to not feel really well  slight cough  headache  sore throat  chills  went to bed at 830p  woke up at 330p  of course 1st thing you think of is  covid  but no high fever so prob just flu  symptoms are very similar ,2,2,primary
199,1294469100693929984t,"Mums Sydney care home is locked down so called her as usual last night. She's had a cough and home did a covid test. Test taken about 7pm, got result by 10am today. Negative thankfully. Home called us last night and again today to let us know. Shoutout to this awesome team.",mums sydney care home is locked down so called her as usual last night  she is had a cough and home did a covid test  test taken about 7pm  got result by 10am today  negative thankfully  home called us last night and again today to let us know  shoutout to this awesome team ,3,3,secondary
200,1243711096529321991t,"I’ve been dealing with a cough and congestion in my chest since March 16th. I was tested for the COVID-19 on March 18th. It’s March 27th and I haven’t received my results. I was told 2-4 days, possibly sooner, possibly longer, to hear back with my results. #COVID19 #Coronavirus",i have been dealing with a cough and congestion in my chest since march 16th  i was tested for the covid 19 on march 18th  it is march 27th and i have not received my results  i was told 2 4 days  possibly sooner  possibly longer  to hear back with my results   covid19  coronavirus,2,2,primary
201,1235578186647273472t,"Everyone should learn not to touch their face: nose, mouth, eyes. If we do this we will be healthier (Covid-19, flu and colds.) Cover your mouth and nose when you cough or sneeze. Wash your hands with soap and water or use 60% minimum alcohol hand sanitizer",everyone should learn not to touch their face  nose  mouth  eyes  if we do this we will be healthier  covid 19  flu and colds   cover your mouth and nose when you cough or sneeze  wash your hands with soap and water or use 60  minimum alcohol hand sanitizer,0,0,non-reporting
202,1278666593917165572t,"Nigga got diarrhea, oh that’s Covid lol 😂 I might’ve just ate some shit that didn’t agree with my stomach 🤦🏾‍♂️",nigga got diarrhea  oh that is covid lol  face with tears of joy  i might have just ate some shit that did not agree with my stomach  man facepalming medium dark skin tone ,2,2,primary
203,1314036406260584449t,@Dont_Lose_Focus Amy Coney Barrett wore sunglasses to her meeting with 45 because she had conjunctivitis. These people are passing around pink eye and covid. He's the head of the Coronavirus Task Force! Shameful., dont lose focus amy coney barrett wore sunglasses to her meeting with 45 because she had conjunctivitis  these people are passing around pink eye and covid  he is the head of the coronavirus task force  shameful ,1,1,third-party
204,1243371245741236225t,"A week ago Husband shook hands with someone who turned out to have COVID-19. Friday he felt woozy, the last 2 days a sore throat. Today I’m feeling woozy!  Hope it’s nothing but as @maddow says : Watch this space.",a week ago husband shook hands with someone who turned out to have covid 19  friday he felt woozy  the last 2 days a sore throat  today i am feeling woozy   hope it is nothing but as  maddow says   watch this space ,3,3,secondary
205,1290032726809047041t,"@LostInKamurocho Many people here think covid is fake or just a mild flu and all things around this topic (lockdown, wearing masks ....) is a set up by the government. But seeing rainbow flags in the middle of rightwing parties makes me wanna vomit.", lostinkamurocho many people here think covid is fake or just a mild flu and all things around this topic  lockdown  wearing masks       is a set up by the government  but seeing rainbow flags in the middle of rightwing parties makes me want to vomit ,0,0,non-reporting
206,1237345731872198656t,Corona virus prevention: 1. Wash hands regularly.  2. Don't touch your face.  3. Avoid people who sneeze and cough. People suffering with OCD:  https://t.co/T8P5F0Kt5a,corona virus prevention  1  wash hands regularly   2  do not touch your face   3  avoid people who sneeze and cough  people suffering with ocd   ,0,0,non-reporting
207,1322043532866183171t,"Passed out after one drink. Woke up with massive headache and congestion. Sneezing. Sounds more like allergy/barometric pressure symptoms than COVID. Still, anytime I get any symptom at all no matter what it is I panic.",passed out after one drink  woke up with massive headache and congestion  sneezing  sounds more like allergy barometric pressure symptoms than covid  still  anytime i get any symptom at all no matter what it is i panic ,2,2,primary
208,1265456795671244811t,COVID-19 Bill Of The Month: A Suspicious Cough Leads To ER : Shots  https://t.co/Rk34hn5F6e,covid 19 bill of the month  a suspicious cough leads to er   shots  ,0,0,non-reporting
209,1236323614351396864t,"This reminds me of a conversation I had in Vienna: A #covid19 dispatch:  In a German lesson recently, another student — who had high fever, sore throat — fainted.   Teacher called the Covid hotline, student was taken away w a doc. Scary. I’m now 9 months pregnant &amp;...",this reminds me of a conversation i had in vienna  a  covid19 dispatch   in a german lesson recently  another student   who had high fever  sore throat   fainted    teacher called the covid hotline  student was taken away w a doc  scary  i am now 9 months pregnant  amp    ,3,3,secondary
210,1236342781951520768t,Me: *coughs* My mom: “Get away from me Corona!”,me   coughs  my mom   get away from me corona  ,2,2,primary
211,1246725554092597248t,Rest Haba.. Ur own too much  Na u dey drag everybody since the Outbreak of Corona  U go just get headache for Anoda person matter  Tueh!!,rest haba   you are own too much  na you dey drag everybody since the outbreak of corona  you go just get headache for anoda person matter  tueh  ,0,0,non-reporting
212,1305471662025043968t,"@GarethMarlow It's hard. It's September, there is a nasty cold going around. Most folk with coughs/fevers won't have covid, but the anxiety is real. I hope they can get tested quickly.", garethmarlow it is hard  it is september  there is a nasty cold going around  most folk with coughs fevers will not have covid  but the anxiety is real  i hope they can get tested quickly ,0,0,non-reporting
213,1317876861725298689t,"Truth time, I haven’t been feeling well for sometime... it isn’t COVID thank god but I’ve decided to take sometime off, a week at most, till I feel like I can play and not have a headache or feel nauseous... sorry everyone...",truth time  i have not been feeling well for sometime    it is not covid thank god but i have decided to take sometime off  a week at most  till i feel like i can play and not have a headache or feel nauseous    sorry everyone   ,2,2,primary
214,1318108693813202945t,my dad has covid coz his stupid ass job didn’t tell him it was going around at his job site until he was sent home for a fever so sickkk i had to get tested i hope it’s negative,my dad has covid coz his stupid ass job did not tell him it was going around at his job site until he was sent home for a fever so sickkk i had to get tested i hope it is negative,3,3,secondary
215,1315041925276282882t,"So last Saturday I tested positive for Covid-19.  Its been a hell of a 2 weeks, barely having energy, rashes, fever, sweating and now losing my sense of smell/taste.  Thanks everyone for the dms! The guys/girls of @RemnantRp for also helping me out and to my queen @xXGabbs_ ♥️♥️",so last saturday i tested positive for covid 19   its been a hell of a 2 weeks  barely having energy  rashes  fever  sweating and now losing my sense of smell taste   thanks everyone for the dms  the guys girls of  remnantrp for also helping me out and to my queen  xxgabbs   heart suit  heart suit ,2,2,primary
216,1240420331992633345t,Does COVID-19 Cause Digestive Symptoms Like Diarrhea?  https://t.co/69LPmDynXC,does covid 19 because digestive symptoms like diarrhea   ,0,0,non-reporting
217,1242951217178959878t,"Never thought pissing blood would elicit a 'get in' from me...  But Corona got me gassed to learn this fever, aching and vomiting was a beautiful kidney infection.  Mad t’ing.",never thought pissing blood would elicit a  get in  from me     but corona got me gassed to learn this fever  aching and vomiting was a beautiful kidney infection   mad t ing ,2,2,primary
218,1282047871878148098t,"@acerbic_opinion Interesting. There was a video of the covid cough doing the rounds at the start. I think it was meant to freak people out, but to me it just sounded like the typical “bullet cough“ I get when I’m ill. Steroid Inhaler helps.", acerbic opinion interesting  there was a video of the covid cough doing the rounds at the start  i think it was meant to freak people out  but to me it just sounded like the typical  bullet cough  i get when i am ill  steroid inhaler helps ,2,2,primary
219,1255717423967158272t,Dude presents with a cough and wheezing. They dont suspect coronavirus because he doesnt have any other symptoms and was not (to our knowledge) in contact with anyone who was exposed to covid. Dude then develops a fever so now everyones freaking out and we are ordered to put on,dude presents with a cough and wheezing  they do not suspect coronavirus because he does not have any other symptoms and was not  to our knowledge  in contact with anyone who was exposed to covid  dude then develops a fever so now everyone is freaking out and we are ordered to put on,1,1,third-party
220,1237889480423395329t,"Important warning on novel #coronavirus COVID-19. If you traveled abroad recently, watch your health and follow the indications in presence of the following symptoms: fever, cough, sneeze, malaise, headache or difficulty breathing.  https://t.co/ZtxU005dyt",important warning on novel  coronavirus covid 19  if you traveled abroad recently  watch your health and follow the indications in presence of the following symptoms  fever  cough  sneeze  malaise  headache or difficulty breathing   ,0,0,non-reporting
221,1269160342837317632t,@rais_shk Only update will not work here. Please do something for the people who are struggling to get proper treatment from hospital. Most of the Hospitals are denying to take admissions of Covid-19 or the person suffering from cold and high fever., rais shk only update will not work here  please do something for the people who are struggling to get proper treatment from hospital  most of the hospitals are denying to take admissions of covid 19 or the person suffering from cold and high fever ,0,0,non-reporting
222,1316805570779926528t,My brother: has corona Me immediatly: sore throat,my brother  has corona me immediatly  sore throat,3,3,secondary
223,1330469407030710275t,"At least once a week I get a migraine(one of my symptoms include nausea)so every time without fail, my brain will be like “sick?? Corona??? Corona virus?? Infected???” Like...get with the program already bitch. I probably should talk to a dr about these migraines, though nfs",at least once a week i get a migraine one of my symptoms include nausea so every time without fail  my brain will be like  sick   corona    corona virus   infected     like   get with the program already bitch  i probably should talk to a dr about these migraines  though nfs,2,2,primary
224,1239188993482412032t,"Drive through testing for COVID-19 is what we need in Virginia ASAP.  In addition to getting a better picture of the presence of the virus, it protects our health care workers.  Telling people they can't have a test until they are short of breath, high fever makes no sense.",drive through testing for covid 19 is what we need in virginia as soon as possible   in addition to getting a better picture of the presence of the virus  it protects our health care workers   telling people they cannot have a test until they are short of breath  high fever makes no sense ,0,0,non-reporting
225,1322473655381725185t,"@CheezingItOut That weakness being the common cold caused by the Rhino virus and other previous Corona viruses, not to mention the Influenza causing viruses as well. The reality is as we have grown as humans in sheer number, there have been pathogens gunning for our heads long ago en masse.", cheezingitout that weakness being the common cold caused by the rhino virus and other previous corona viruses  not to mention the influenza causing viruses as well  the reality is as we have grown as humans in sheer number  there have been pathogens gunning for our heads long ago en masse ,0,0,non-reporting
226,1256915461717049346t,"@KatMo_92 Your tweet above was essentially the entire site in a nutshell, just not COVID-specific. But when it has the same effect on every other respiratory ailment from a cough/cold to lung cancer, assumptions about “novel” viruses aren’t all that farfetched...", katmo 92 your tweet above was essentially the entire site in a nutshell  just not covid specific  but when it has the same effect on every other respiratory ailment from a cough cold to lung cancer  assumptions about  novel  viruses are not all that farfetched   ,0,0,non-reporting
227,1238348257933262849t,We get emails on the DAILY about how if you dont have a fever come to work 🙃 (and the underlying pressure of 'if you dont come today there might not be a job tomorrow'). That COVID-19 is just a severe case of the flu. It's nothing to worry about.,we get emails on the daily about how if you do not have a fever come to work  upside down face   and the underlying pressure of  if you do not come today there might not be a job tomorrow    that covid 19 is just a severe case of the flu  it is nothing to worry about ,0,0,non-reporting
228,1285038365113413632t,WELP. Just got a text while I’m at work saying that they took him to the hospital. Thankfully it’s not covid ;-; the doctors said it’s an infection/fever.  So I’m just gonna be stressin for a bit  https://t.co/wRfVbR2sP5,welp  just got a text while i am at work saying that they took him to the hospital  thankfully it is not covid     the doctors said it is an infection fever   so i am just going to be stressin for a bit  ,3,3,secondary
229,1247890060181028864t,@dneventslogist1 @bradsaunders86 Totally agree.but have u noticed ppl who have passed away all have breathing problems or are over a certain age is that to kill of the individuals around the world that are costing money to stay alive. Are the gov dropping the odd (this person who has died through covid ) was ..., dneventslogist1  bradsaunders86 totally agree but have you noticed people who have passed away all have breathing problems or are over a certain age is that to kill of the individuals around the world that are costing money to stay alive  are the gov dropping the odd  this person who has died through covid   was    ,0,0,non-reporting
230,1264611976585654272t,"Went to this far town from the city and it’s definitely corona-free bc the temperature is too damn high and I can’t even breath but still, that virus won’t catch me lmao.",went to this far town from the city and it is definitely corona free because the temperature is too damn high and i cannot even breath but still  that virus will not catch me lmao ,2,2,primary
231,1311090483196698630t,"@CIAspygirl Don't get hopes up, at least not for the first part  Even w Biden win, Covid has us in its grip &amp; the best plan/implementation would take a cpl months for sig change  The magats will riot &amp; do god knows what, but they won't suddenly wake from their fever dreams and be sane  Sorry", ciaspygirl do not get hopes up  at least not for the first part  even w biden win  covid has us in its grip  amp  the best plan implementation would take a cpl months for sig change  the magats will riot  amp  do god knows what  but they will not suddenly wake from their fever dreams and be sane  sorry,0,0,non-reporting
232,1243584898314596353t,Lassa Fever Death Toll hits 176 as COVID-19 takes Centerstage | #LassaFever #PlusTVAfrica - READ MORE -  https://t.co/DLJ3l9wS7D  https://t.co/55X7Ag4Amr,lassa fever death toll hits 176 as covid 19 takes centerstage    lassafever  plustvafrica   read more      ,0,0,non-reporting
233,1274071346641645568t,"@Acosta Why 6 feet? WHO: ""Maintain at least 1 metre (3 feet) distance between yourself and others. Why? When someone coughs, sneezes, or speaks they spray small liquid droplets from their nose or mouth which may contain virus.""  Covid-19 droplets are so small they can penetrate masks.", acosta why 6 feet  who   maintain at least 1 metre  3 feet  distance between yourself and others  why  when someone coughs  sneezes  or speaks they spray small liquid droplets from their nose or mouth which may contain virus    covid 19 droplets are so small they can penetrate masks ,0,0,non-reporting
234,1328051813870837761t,"@SofiaHa04995353 Damn, sorry you get sick a lot! And of course. That's understandable. I had the flu a couple weeks before covid, and none of the symptoms were comparable lol. But I also didn't have normal covid symptoms, most people talk about congestion and cough, I had neither.", sofiaha04995353 damn  sorry you get sick a lot  and of course  that is understandable  i had the flu a couple weeks before covid  and none of the symptoms were comparable lol  but i also did not have normal covid symptoms  most people talk about congestion and cough  i had neither ,2,2,primary
235,1314585180368179211t,"If you or anyone you live with has any signs of Coronavirus, you must stay at home.  Signs of COVID: 👉High temperature 👉New and continuous cough 👉Loss of smell/taste  Call 119 to get a test and to find out how long to isolate for or visit  https://t.co/kXqoazdDIO #MCRactive  https://t.co/w8m3DmPicU",if you or anyone you live with has any signs of coronavirus  you must stay at home   signs of covid   backhand index pointing right high temperature  backhand index pointing right new and continuous cough  backhand index pointing right loss of smell taste  call 119 to get a test and to find out how long to isolate for or visit    mcractive  ,0,0,non-reporting
236,1305965844183183360t,"me whenever I get a headache now: do I have covid, or is it from all the crying",me whenever i get a headache now  do i have covid  or is it from all the crying,2,2,primary
237,1243870334962536448t,@WorkWithSimpey @Facty_Gh @obourbice @TONYdeBOSS You returned from UK and developed cough Why did they test him for malaria? Definitely he exhibited pyrexia and chills  Didn’t say we use blood samples to check for Covid Everything is bogus, workwithsimpey  facty gh  obourbice  tonydeboss you returned from uk and developed cough why did they test him for malaria  definitely he exhibited pyrexia and chills  did not say we use blood samples to check for covid everything is bogus,1,1,third-party
238,1240881072214134784t,Coronavirus: how long does it take to get sick? How infectious is it? Will you always have a fever? COVID-19 basics explained  https://t.co/NveemlP85w via @ConversationEDU,coronavirus  how long does it take to get sick  how infectious is it  will you always have a fever  covid 19 basics explained   via  conversationedu,0,0,non-reporting
239,1244032298972065798t,maybe maybe maybe my throat is a bit sore because i developed an obsession with ice lately and maybe it’s not covid,maybe maybe maybe my throat is a bit sore because i developed an obsession with ice lately and maybe it is not covid,2,2,primary
240,1306316936934981632t,"@iBluze COVID-19 will be so happy, they’ll be lightheaded", ibluze covid 19 will be so happy  they will be lightheaded,0,0,non-reporting
241,1308603607646965762t,"@MorfasChrisN @streetsblogchi @southshoreline @StreetsblogUSA @StreetsblogSF @StreetsblogLA @StreetsblogDen @StreetsblogMASS @StreetsblogCal What, so they can all give each other COVID and then walk into Chicago businesses without masks and foment and cough in workers faces like me and put us in danger?  Nah, NICTD can enforce masks for all riders.", morfaschrisn  streetsblogchi  southshoreline  streetsblogusa  streetsblogsf  streetsblogla  streetsblogden  streetsblogmass  streetsblogcal what  so they can all give each other covid and then walk into chicago businesses without masks and foment and cough in workers faces like me and put us in danger   nah  nictd can enforce masks for all riders ,0,0,non-reporting
242,1242142701593612290t,"@shailajateacher The American Academy of Otolaryngology-Head and Neck Surgery said symptoms of anosmia, or lack of sense of smell, and dysgeusia, or lack of taste, should be used to identify possible Covid-19 infections @DrHVoffice", shailajateacher the american academy of otolaryngology head and neck surgery said symptoms of anosmia  or lack of sense of smell  and dysgeusia  or lack of taste  should be used to identify possible covid 19 infections  drhvoffice,0,0,non-reporting
243,1234856319296950272t,"Anyhow e be today, no matter d pressure wey dey, many hard tackles underway even if I get fever abi Corona don dey crazy as long as happiness dey frm my Maker I don’t need to complain but to fly higher bcos I get d natural highness. I must groove as long as my brain dey function",anyhow e be today  no matter d pressure wey dey  many hard tackles underway even if i get fever abi corona don dey crazy as long as happiness dey frm my maker i do not need to complain but to fly higher bcos i get d natural highness  i must groove as long as my brain dey function,0,0,non-reporting
244,1283158259105517573t,@heatherjones333 Justice Ginsburg has a fever........ Covid?, heatherjones333 justice ginsburg has a fever         covid ,1,1,third-party
245,1304819272875728897t,"Sore throat, runny nose and catarrh 😩 ..... no temperature or persistent cough so doubt very much it’s Covid..... loving the Rum toddy’s though 🥃",sore throat  runny nose and catarrh  weary face        no temperature or persistent cough so doubt very much it is covid      loving the rum toddy s though  tumbler glass ,2,2,primary
246,1238093662468354050t,@TherryiJay All about perspective cause I’ve had this damn cough on and off since before I went to LA mid January and it got worse there then better then on and off because I didn’t rest / jet lag / temperature changes but say you got a cough today and people will scream corona 🤷🏻‍♀️😂🤦🏻‍♀️, therryijay all about perspective because i have had this damn cough on and off since before i went to la mid january and it got worse there then better then on and off because i did not rest   jet lag   temperature changes but say you got a cough today and people will scream corona  woman shrugging light skin tone  face with tears of joy  woman facepalming light skin tone ,2,2,primary
